"AM Showers/Wind","AM Showers/Wind"
"AM Snow","AM Snow"
"AM Snow Showers","AM Snow Showers"
"AM Thundershowers","AM Thundershowers"
"API Cache","API Cache"
"API Key","API Key"
"API Source","API Source"
"Above Entire Slider","Above Entire Slider"
"Access Permissions","Access Permissions"
"Access Secret","Access Secret"
"Access Token","Access Token"
"Action Delay","Action Delay"
"Action End Frame","Action End Frame"
"Action Frame Start","Action Frame Start"
"Action Needed","Action Needed"
"Action Type","Action Type"
"Action required for Slider Revolution AddOns: Please <a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/"" target=""_blank"">install</a>/<a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/register-plugin/"" target=""_blank"">activate</a>/<a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/update-plugin/"" target=""_blank"">update</a> Slider Revolution</a>","Action required for Slider Revolution AddOns: Please <a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/"" target=""_blank"">install</a>/<a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/register-plugin/"" target=""_blank"">activate</a>/<a href=""https://www.sliderrevolution.com/manual-section/manual/getting-started/quick-setup/update-plugin/"" target=""_blank"">update</a> Slider Revolution</a>"
Actions,Actions
"Activate Add-On","Activate Add-On"
"Activate Before/After","Activate Before/After"
"Activate Global Add-On","Activate Global Add-On"
"Activate License","Activate License"
"Activate Responsive Viewports","Activate Responsive Viewports"
"Activate Slider Revolution for <a href=""https://www.sliderrevolution.com/premium-slider-revolution/"" target=""_blank"">premium benefits (e.g. live updates)</a>.","Activate Slider Revolution for <a href=""https://www.sliderrevolution.com/premium-slider-revolution/"" target=""_blank"">premium benefits (e.g. live updates)</a>."
"Activate Slider Revolution to","Activate Slider Revolution to"
"Activate To Update","Activate To Update"
"Activate mouse hover styles/transitions","Activate mouse hover styles/transitions"
Activated,Activated
"Activates a responsive height for the Slider","Activates a responsive height for the Slider"
"Activating Add-On","Activating Add-On"
Activation,Activation
Active,Active
"Active/Enable Addons","Active/Enable Addons"
"Add 'scroll loop' action to loop animation between frames in certain scroll area","Add 'scroll loop' action to loop animation between frames in certain scroll area"
"Add 'scroll seek' action to playback animation between frames as page is scrolled back and forward","Add 'scroll seek' action to playback animation between frames as page is scrolled back and forward"
"Add 'scroll stop' action to stop animation on frame in certain scroll area","Add 'scroll stop' action to stop animation on frame in certain scroll area"
"Add Action","Add Action"
"Add Action to ","Add Action to "
"Add Category","Add Category"
"Add Custom Font","Add Custom Font"
"Add Custom Rule","Add Custom Rule"
"Add Folder","Add Folder"
"Add JSON file url from Object Library","Add JSON file url from Object Library"
"Add JSON file url of lottie animation from trusted sources to include lottie animation in sliders","Add JSON file url of lottie animation from trusted sources to include lottie animation in sliders"
"Add Layer","Add Layer"
"Add LineBreak After","Add LineBreak After"
"Add LineBreak Before","Add LineBreak Before"
"Add Linebreak After","Add Linebreak After"
"Add Linebreak Before","Add Linebreak Before"
"Add Loop Animation","Add Loop Animation"
"Add New Layer","Add New Layer"
"Add New Meta","Add New Meta"
"Add New Navigation ","Add New Navigation "
"Add New Slide","Add New Slide"
"Add Skin","Add Skin"
"Add Slide","Add Slide"
"Add Slide(s)","Add Slide(s)"
"Add Slider as Modal","Add Slider as Modal"
"Add To","Add To"
"Add To Custom","Add To Custom"
"Add Typewriter Line","Add Typewriter Line"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer"
"Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer"
"Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer"
"Add a Bezier Curve","Add a Bezier Curve"
"Add a CSS border-radius to the carousel items (px)","Add a CSS border-radius to the carousel items (px)"
"Add a CSS box-shadow to the before/after divider line","Add a CSS box-shadow to the before/after divider line"
"Add a CSS text-shadow to the drag/reveal navigation icons","Add a CSS text-shadow to the drag/reveal navigation icons"
"Add a border to the Layer's HTML element","Add a border to the Layer's HTML element"
"Add a continuously looping animation to the Layer","Add a continuously looping animation to the Layer"
"Add a duotone style filter to the Slide's main background","Add a duotone style filter to the Slide's main background"
"Add a light motion blur effect to slide transition animations. Enabling this setting will update other values as well.","Add a light motion blur effect to slide transition animations. Enabling this setting will update other values as well."
"Add a linebreak after the currently selected Layer.  Useful when floats are used.","Add a linebreak after the currently selected Layer.  Useful when floats are used."
"Add a linebreak before the currently selected Layer.  Useful when floats are used.","Add a linebreak before the currently selected Layer.  Useful when floats are used."
"Add a link to the entire Slide area","Add a link to the entire Slide area"
"Add a mask to the Layer which is useful for wipe/reveal type animations","Add a mask to the Layer which is useful for wipe/reveal type animations"
"Add a mesh-style overlay to the video for extra styling","Add a mesh-style overlay to the video for extra styling"
"Add a pause between slides. When active, this option animates an exiting slide out to a dark/light/transparent background, pauses for a moment, then animates the next slide in. Note: Pausing has no effect on the very first animation of a slider.","Add a pause between slides. When active, this option animates an exiting slide out to a dark/light/transparent background, pauses for a moment, then animates the next slide in. Note: Pausing has no effect on the very first animation of a slider."
"Add a progress bar to the Slider to display a visual representation of each Slide's timeline","Add a progress bar to the Slider to display a visual representation of each Slide's timeline"
"Add a shadow to the bubbles.  Enter ""0"" for no shadow","Add a shadow to the bubbles.  Enter ""0"" for no shadow"
"Add a variety of content to your Slides","Add a variety of content to your Slides"
"Add an mesh-style overlay to the Slider","Add an mesh-style overlay to the Slider"
"Add an optional ID for the Slider.  Will be applied to the Slider's outer HTML wrapper element","Add an optional ID for the Slider.  Will be applied to the Slider's outer HTML wrapper element"
"Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript","Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript"
"Add an optional class name to the page's body element when the Module is loaded as a Modal","Add an optional class name to the page's body element when the Module is loaded as a Modal"
"Add an optional delay before the Action occurs (in milliseconds)","Add an optional delay before the Action occurs (in milliseconds)"
"Add an optional delay before the Slider officially loads","Add an optional delay before the Slider officially loads"
"Add an optional overlay to the Slider as the reveal effect takes place","Add an optional overlay to the Slider as the reveal effect takes place"
"Add an text underline to the currently selected Layer's text","Add an text underline to the currently selected Layer's text"
"Add borders and strokes to the particle SVGs.","Add borders and strokes to the particle SVGs."
"Add class names to the Layer to target it with custom CSS/JavaScript (separate multiple class names with spaces)","Add class names to the Layer to target it with custom CSS/JavaScript (separate multiple class names with spaces)"
"Add class names to the Layer's outer-most wrapper to target it with custom CSS/JavaScript (separate multiple class names with spaces)","Add class names to the Layer's outer-most wrapper to target it with custom CSS/JavaScript (separate multiple class names with spaces)"
"Add creative edges and corners to the left side of your content","Add creative edges and corners to the left side of your content"
"Add creative edges and corners to the right side of your content","Add creative edges and corners to the right side of your content"
"Add creative edges and corners to your content","Add creative edges and corners to your content"
"Add extra spacing around the Slider","Add extra spacing around the Slider"
"Add italics to the currently selected Layer's text","Add italics to the currently selected Layer's text"
"Add one or more word delay patterns to create a more natural typing visual","Add one or more word delay patterns to create a more natural typing visual"
"Add optional class names to the Slide to target the Slide with custom CSS or JavaScript","Add optional class names to the Slide to target the Slide with custom CSS or JavaScript"
"Add shadows to the <a href=""http://docs.themepunch.com/slider-revolution/slicey-addon/#add-slicey-layers"" target=""_blank"">Slicey Layers</a> to enhance their 3D visual.  The shadow color can be set here.","Add shadows to the <a href=""http://docs.themepunch.com/slider-revolution/slicey-addon/#add-slicey-layers"" target=""_blank"">Slicey Layers</a> to enhance their 3D visual.  The shadow color can be set here."
"Add to Selection","Add to Selection"
"Add to cart link","Add to cart link"
"Add to wishlist link","Add to wishlist link"
"Add your own custom CSS to the Slider","Add your own custom CSS to the Slider"
"Add your own custom JavaScript to the Slider","Add your own custom JavaScript to the Slider"
"Add your own custom text/images/video to the Slider","Add your own custom text/images/video to the Slider"
Add-On,Add-On
Add-Ons,Add-Ons
"Add-ons"" Tab","Add-ons"" Tab"
"Add/Edit content that's meant to always be visible","Add/Edit content that's meant to always be visible"
"Add/Remove Links","Add/Remove Links"
"Add/Remove links to additional slides, other web pages/posts or external websites","Add/Remove links to additional slides, other web pages/posts or external websites"
"AddOn Settings will be located in the Slider, Slide or Layer settings depending on the AddOns functionality","AddOn Settings will be located in the Slider, Slide or Layer settings depending on the AddOns functionality"
"AddOn could not be activated","AddOn could not be activated"
"AddOn could not be deactivated","AddOn could not be deactivated"
"AddOn deactivated","AddOn deactivated"
AddOns,AddOns
"AddOns Outdated. Please Update","AddOns Outdated. Please Update"
"AddOns need attention","AddOns need attention"
"Adding new Blank Module...","Adding new Blank Module..."
Additional,Additional
"Addon Required","Addon Required"
Addons,Addons
"Adds a border to the bubble.  Enter ""0"" for no border","Adds a border to the bubble.  Enter ""0"" for no border"
"Adds a middle point to the movement between the starting and ending points","Adds a middle point to the movement between the starting and ending points"
"Adds anti-gravity to the Particles as they explode/implode, creating the yin/yang motion","Adds anti-gravity to the Particles as they explode/implode, creating the yin/yang motion"
"Adds rotation on an additional axis when using a 3D animation effect, i.e. if '3D Effect Direction' is set to horizontal this option will also add vertical rotation, and vice versa. Either positive or negative values can be used in order to create rotation in one direction or the other.","Adds rotation on an additional axis when using a 3D animation effect, i.e. if '3D Effect Direction' is set to horizontal this option will also add vertical rotation, and vice versa. Either positive or negative values can be used in order to create rotation in one direction or the other."
"Adds space between the Layer and the bounding box for the Particles Canvas","Adds space between the Layer and the bounding box for the Particles Canvas"
"Adjust by","Adjust by"
"Adjust the Layer's background color on mouse hover","Adjust the Layer's background color on mouse hover"
"Adjust the color for the progress bar","Adjust the color for the progress bar"
"Adjust the opacity/transparency for the currently selected Layer","Adjust the opacity/transparency for the currently selected Layer"
"Adjust the size colors and other styles for the bullets","Adjust the size colors and other styles for the bullets"
"Adjust the size colors and other styles for the tabs","Adjust the size colors and other styles for the tabs"
"Adjust the size of text and images for each reponsive viewport","Adjust the size of text and images for each reponsive viewport"
"Admin Thumb","Admin Thumb"
"Adv. Style","Adv. Style"
Advanced,Advanced
"Advanced Actions","Advanced Actions"
"Advanced Media Settings","Advanced Media Settings"
"Advanced Module Embedding","Advanced Module Embedding"
"Advanced Options","Advanced Options"
"Advanced Settings","Advanced Settings"
After,After
"After (ms)","After (ms)"
"After Action","After Action"
"After slide number x","After slide number x"
"After x loops","After x loops"
"After x minutes","After x minutes"
Album,Album
Alias,Alias
Aligment,Aligment
Align,Align
"Align By Slider/Content","Align By Slider/Content"
"Align the Layer horizontally to the Slider content or the entire Slider","Align the Layer horizontally to the Slider content or the entire Slider"
"Align the Layer vertically to the Slider content or the entire Slider","Align the Layer vertically to the Slider content or the entire Slider"
"Align the Slider to the left, center or right inside its parent container","Align the Slider to the left, center or right inside its parent container"
"Aligned by","Aligned by"
Alignment,Alignment
All,All
"All Layers","All Layers"
"All Premium Features unlocked","All Premium Features unlocked"
"Allocate space on the page for the Slider to prevent page content jumps when the Slider loads","Allocate space on the page for the Slider to prevent page content jumps when the Slider loads"
"Allow Fullscreen","Allow Fullscreen"
"Allow for content to be visible outside the Slider's bounding box","Allow for content to be visible outside the Slider's bounding box"
"Allow the video to be taken fullscreen by the user","Allow the video to be taken fullscreen by the user"
"Allows to set access permissions for this slider. If axccess permissions are disabled slider is accessible for everyone.","Allows to set access permissions for this slider. If axccess permissions are disabled slider is accessible for everyone."
"Allows to set slide visibility based on current store view. Visible in all stores when disabled.","Allows to set slide visibility based on current store view. Visible in all stores when disabled."
"Allows to use higher DPR on 4k, 5k , Retina displays.  Higher Maximum value can have negativ influence on complex Canvas animations. Lower Value can have negative influence on Image Quality on 4K+ Devices. In cae animations or Pan Zoom are not smooth, try lower DPR, and incase BG Image blurry, try higher DPR.","Allows to use higher DPR on 4k, 5k , Retina displays.  Higher Maximum value can have negativ influence on complex Canvas animations. Lower Value can have negative influence on Image Quality on 4K+ Devices. In cae animations or Pan Zoom are not smooth, try lower DPR, and incase BG Image blurry, try higher DPR."
"Alt Attribute","Alt Attribute"
"Alt High","Alt High"
"Alt Low","Alt Low"
"Alt Temp","Alt Temp"
"Alt Text","Alt Text"
"Alt Unit","Alt Unit"
"Alt"" Attr.","Alt"" Attr."
"Alt. Image","Alt. Image"
"Altern. Colors","Altern. Colors"
"Alternate First Slide","Alternate First Slide"
"Alternated Transitions","Alternated Transitions"
"Alternative Image","Alternative Image"
"Alternative Image URL","Alternative Image URL"
"Always Visible on Carousel","Always Visible on Carousel"
"Always on all Slide","Always on all Slide"
"Always play the video from the beginning each time the Slide is shown","Always play the video from the beginning each time the Slide is shown"
"Always play the video/audio from the beginning each time the Slide is shown","Always play the video/audio from the beginning each time the Slide is shown"
Amount,Amount
"Amount of Slides","Amount of Slides"
"An Error Occured while importing","An Error Occured while importing"
"An Instagram-type filter to apply to the Slide's main background image","An Instagram-type filter to apply to the Slide's main background image"
"An additional animation to add to the Layer after its already animated into view","An additional animation to add to the Layer after its already animated into view"
"An image url to be used as the Slide's main background image","An image url to be used as the Slide's main background image"
"Angle Variations","Angle Variations"
"Anim From","Anim From"
"Anim To","Anim To"
Animate,Animate
"Animate Again To...","Animate Again To..."
"Animate Background Color","Animate Background Color"
"Animate From","Animate From"
"Animate Layers on Scroll","Animate Layers on Scroll"
"Animate Opacity","Animate Opacity"
"Animate Particle Opacity","Animate Particle Opacity"
"Animate Particle Size","Animate Particle Size"
"Animate Size","Animate Size"
"Animate Text Color","Animate Text Color"
"Animate characters, words or lines of text","Animate characters, words or lines of text"
"Animate on Stage Click","Animate on Stage Click"
"Animate on-click","Animate on-click"
"Animate the 2D rotation value by this offset number","Animate the 2D rotation value by this offset number"
"Animate the Before/After view to where the user clicks on the screen","Animate the Before/After view to where the user clicks on the screen"
