"Amasty Marketplace","Amasty Marketplace"
Amasty,Amasty
"Settings & Notifications","Settings & Notifications"
"Instance Registration","Instance Registration"
"Production Environment","Production Environment"
"In case you have any questions regarding the license registration process, refer to this detailed <a href=""https://support.amasty.com/portal/en/kb/articles/i-see-messages-in-my-account-and-admin-area-that-license-registration-is-required-what-should-i-do"" target=""_blank"">instruction</a>.","In case you have any questions regarding the license registration process, refer to this detailed <a href=""https://support.amasty.com/portal/en/kb/articles/i-see-messages-in-my-account-and-admin-area-that-license-registration-is-required-what-should-i-do"" target=""_blank"">instruction</a>."
"Installed Extensions","Installed Extensions"
Notifications,Notifications
"Update Frequency","Update Frequency"
"I want to Receive Notifications about:","I want to Receive Notifications about:"
"Enable Feature Suggestions in Config?","Enable Feature Suggestions in Config?"
"Enable License Notifications","Enable License Notifications"
"Disable this setting to remove Magento system notifications about license state once all the installed Amasty products are registered.","Disable this setting to remove Magento system notifications about license state once all the installed Amasty products are registered."
Menu,Menu
"Enable Amasty Menu Item","Enable Amasty Menu Item"
"System Information","System Information"
"System Settings","System Settings"
"CLI PHP Path","CLI PHP Path"
"Current CLI PHP path of your Magento which is used by our extension when running the commands directly during the processing of PHP requests. To change it, please run bin/magento config:set amasty_base/system/cli_php_path %CLI_PHP_PATH% from the command line.","Current CLI PHP path of your Magento which is used by our extension when running the commands directly during the processing of PHP requests. To change it, please run bin/magento config:set amasty_base/system/cli_php_path %CLI_PHP_PATH% from the command line."
"All Categories","All Categories"
